series,n_months,mean_annual,vol_annual,sharpe_annual,t_stat,p_value,max_drawdown,turnover_mean_monthly,avg_monthly_turnover,period,model,alpha,alpha_t,alpha_p,r_squared
FF_Bad_Basket,201,0.0259044776119403,0.051319135181926975,0.5047722943909441,2.0658696495286653,0.040129666883176984,-0.10176403893399011,0.0,,post_2007,FF3,0.0020767696246836265,2.2333111809238275,0.025528430705296135,0.3275808790788294
FF_Bad_Basket,201,0.0259044776119403,0.051319135181926975,0.5047722943909441,2.0658696495286653,0.040129666883176984,-0.10176403893399011,0.0,,post_2007,FF5,-0.0008830012466475564,-3.799073053208302,0.00014523828065385696,0.9923112812362327
FF_Good_Basket,201,-0.006286567164179108,0.08816889770428152,-0.07130141498722434,-0.2918136174020523,0.7707315908630683,-0.39234992861925344,0.0,,post_2007,CAPM,-0.0027959257867617186,-1.339575254779881,0.1803834731948949,0.08786982229751017
FF_Good_Basket,201,-0.006286567164179108,0.08816889770428152,-0.07130141498722434,-0.2918136174020523,0.7707315908630683,-0.39234992861925344,0.0,,post_2007,FF3,-0.0008660575052322699,-3.771616962827393,0.00016219310019713193,0.9973184488647071
FF_Good_Basket,201,-0.006286567164179108,0.08816889770428152,-0.07130141498722434,-0.2918136174020523,0.7707315908630683,-0.39234992861925344,0.0,,post_2007,FF5,-0.000883001246647407,-3.7990730532076644,0.00014523828065423047,0.9973811921855451
Self_Bad_Basket,201,-0.015414094984523181,0.24432039411627854,-0.06308967796272957,-0.2582056351943844,0.7965137195899281,-0.7634729861952123,0.0,,post_2007,CAPM,-0.0019466609389107862,-0.35321622992451734,0.7239263413695238,0.00025011602627655893
Self_Bad_Basket,201,-0.015414094984523181,0.24432039411627854,-0.06308967796272957,-0.2582056351943844,0.7965137195899281,-0.7634729861952123,0.0,,post_2007,FF3,-0.0023017591750987528,-0.4207909785665316,0.6739077198364352,0.008540783384853423
Self_Bad_Basket,201,-0.015414094984523181,0.24432039411627854,-0.06308967796272957,-0.2582056351943844,0.7965137195899281,-0.7634729861952123,0.0,,post_2007,FF5,-0.002578630040458653,-0.5726012511311008,0.5669147123989978,0.017796759079783064
Self_Good_Basket,135,-0.021525701146985474,0.13629323717133038,-0.1579366782515124,-0.5297357230663414,0.5971717736750548,-0.5570912297490161,0.0,,post_2007,CAPM,-0.004072652189594844,-0.832441908792586,0.4051595549165623,0.013666930982367709
Self_Good_Basket,135,-0.021525701146985474,0.13629323717133038,-0.1579366782515124,-0.5297357230663414,0.5971717736750548,-0.5570912297490161,0.0,,post_2007,FF3,-0.0007202872888696148,-0.23911962749506174,0.811012822644014,0.4873945637667543
Self_Good_Basket,135,-0.021525701146985474,0.13629323717133038,-0.1579366782515124,-0.5297357230663414,0.5971717736750548,-0.5570912297490161,0.0,,post_2007,FF5,-0.001192675512055389,-0.41060251712298285,0.6813640176950156,0.541691785822003
